timestamp,gpu_id,gpu_name,gpu_util%,mem_used_mb,mem_total_mb,mem_util%,temp_c,power_w
2026-05-16 02:18:43,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 37, 68, 458.63
2026-05-16 02:18:49,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 66, 435.19
2026-05-16 02:18:49,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 69, 345.76
2026-05-16 02:18:54,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 66, 362.02
2026-05-16 02:18:54,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 35, 72, 350.04
2026-05-16 02:18:59,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 35, 67, 369.92
2026-05-16 02:18:59,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 72, 442.09
2026-05-16 02:19:04,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 33, 68, 378.25
2026-05-16 02:19:04,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 33, 73, 411.19
2026-05-16 02:19:09,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 42, 68, 369.64
2026-05-16 02:19:09,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 72, 346.95
2026-05-16 02:19:14,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 68, 452.06
2026-05-16 02:19:14,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 72, 453.73
2026-05-16 02:19:19,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 65, 361.14
2026-05-16 02:19:19,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 69, 348.64
2026-05-16 02:19:24,0, NVIDIA A800-SXM4-80GB, 99, 77036, 81920, 33, 62, 404.21
2026-05-16 02:19:24,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 34, 67, 400.34
2026-05-16 02:19:30,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 80, 60, 446.71
2026-05-16 02:19:30,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 40, 65, 373.79
2026-05-16 02:19:35,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 38, 59, 459.23
2026-05-16 02:19:35,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 63, 343.74
2026-05-16 02:19:40,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 57, 413.05
2026-05-16 02:19:40,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 62, 331.47
2026-05-16 02:19:45,0, NVIDIA A800-SXM4-80GB, 99, 77036, 81920, 34, 57, 414.08
2026-05-16 02:19:45,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 34, 61, 402.48
2026-05-16 02:19:50,0, NVIDIA A800-SXM4-80GB, 97, 77036, 81920, 74, 56, 304.54
2026-05-16 02:19:50,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 100, 61, 508.07
2026-05-16 02:19:55,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 37, 55, 368.28
2026-05-16 02:19:55,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 36, 59, 344.17
2026-05-16 02:20:00,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 36, 56, 433.21
2026-05-16 02:20:00,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 61, 415.26
2026-05-16 02:20:05,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 37, 57, 328.79
2026-05-16 02:20:05,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 61, 416.29
2026-05-16 02:20:10,0, NVIDIA A800-SXM4-80GB, 99, 77036, 81920, 44, 57, 432.44
2026-05-16 02:20:10,1, NVIDIA A800-SXM4-80GB, 99, 77024, 81920, 42, 61, 431.01
2026-05-16 02:20:16,0, NVIDIA A800-SXM4-80GB, 97, 77036, 81920, 62, 54, 312.84
2026-05-16 02:20:16,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 31, 57, 310.67
2026-05-16 02:20:21,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 37, 58, 465.54
2026-05-16 02:20:21,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 63, 433.49
2026-05-16 02:20:26,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 38, 59, 430.90
2026-05-16 02:20:26,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 64, 377.36
2026-05-16 02:20:31,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 38, 61, 392.96
2026-05-16 02:20:31,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 63, 436.85
2026-05-16 02:20:36,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 33, 60, 404.93
2026-05-16 02:20:36,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 33, 64, 338.41
2026-05-16 02:20:41,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 36, 63, 329.12
2026-05-16 02:20:41,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 66, 324.21
2026-05-16 02:20:46,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 38, 64, 449.76
2026-05-16 02:20:46,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 68, 327.03
2026-05-16 02:20:51,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 38, 65, 390.21
2026-05-16 02:20:51,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 70, 357.71
2026-05-16 02:20:57,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 33, 67, 402.17
2026-05-16 02:20:57,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 33, 71, 390.60
2026-05-16 02:21:02,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 38, 67, 463.13
2026-05-16 02:21:02,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 71, 349.79
2026-05-16 02:21:07,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 68, 365.71
2026-05-16 02:21:07,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 70, 453.12
2026-05-16 02:21:12,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 68, 305.45
2026-05-16 02:21:12,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 36, 72, 450.09
2026-05-16 02:21:17,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 33, 68, 396.33
2026-05-16 02:21:17,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 33, 73, 432.28
2026-05-16 02:21:22,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 43, 68, 460.04
2026-05-16 02:21:22,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 60, 71, 434.71
2026-05-16 02:21:27,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 68, 357.31
2026-05-16 02:21:27,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 38, 72, 376.98
2026-05-16 02:21:32,0, NVIDIA A800-SXM4-80GB, 100, 77036, 81920, 39, 66, 294.71
2026-05-16 02:21:32,1, NVIDIA A800-SXM4-80GB, 100, 77024, 81920, 39, 71, 291.95
